id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desk,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_fico_range_low,sec_app_fico_range_high,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
74505,,2000.0,2000.0,225.0, 36 months,9.96,64.5,B,B5,,< 1 year,RENT,6000.0,Not Verified,Jun-2007,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=74505,I just need enough money to make it until the fall.,other,Summer stuff,325xx,FL,10.0,,,685.0,689.0,,,,,,0.0,,,f,0.0,0.0,2322.4089928686,261.27,2000.0,322.41,0.0,0.0,0.0,Jul-2010,0.84,Aug-2010,Jul-2010,594.0,590.0,,,1.0,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
77757,,3000.0,3000.0,0.0, 36 months,9.33,95.86,B,B3,,< 1 year,OWN,20000.0,Not Verified,Jun-2007,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=77757,For home improvement,other,Home improvement,024xx,MA,10.0,,,710.0,714.0,,,,,,0.0,,,f,0.0,0.0,3450.9105256977,0.0,3000.0,450.91,0.0,0.0,0.0,Jun-2010,96.77,Jul-2010,May-2007,714.0,710.0,,,1.0,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
77792,,3000.0,3000.0,125.0, 36 months,9.01,95.42,B,B2,Tanks Tavern,< 1 year,RENT,35000.0,Not Verified,Jun-2007,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=77792,To pay off credit card and rent for the summer since I graduate at the end of the July.,other,Dep4774,665xx,KS,10.0,,,715.0,719.0,,,,,,0.0,,,f,0.0,0.0,3434.9994524278004,143.12,3000.0,435.0,0.0,0.0,0.0,Jul-2010,95.66,Jul-2010,Jun-2010,594.0,590.0,,,1.0,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
81085,,10500.0,10500.0,275.0, 36 months,11.22,344.87,C,C4,Town of Plainville,3 years,RENT,60000.0,Not Verified,Jun-2007,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=81085,Replace my existing roof.,other,roof,061xx,CT,19.5,,,740.0,744.0,,,,,,0.0,,,f,0.0,0.0,11219.8521688249,293.86,10500.0,719.85,0.0,0.0,0.0,Aug-2008,0.0,Aug-2008,Nov-2018,769.0,765.0,,,1.0,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
74014,,6450.0,6450.0,0.0, 36 months,11.22,211.85,C,C4,Apto Solutions,2 years,RENT,32000.0,Not Verified,Jun-2007,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=74014,"I would like to pay off my credit card balances currently of $12,000. I'm paying an interest of 12% and would like to save by paying less interest. Thanks!",other,Credit Card Payments,303xx,GA,10.0,,,685.0,689.0,,,,,,0.0,,,f,0.0,0.0,7798.618131272801,0.0,6450.0,1228.62,120.0,0.0,0.0,Jul-2010,167.78,Jul-2010,Jun-2010,574.0,570.0,,,1.0,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
76629,,1275.0,1275.0,0.0, 36 months,12.49,42.65,D,D3,Infinitely law group,1 year,RENT,40000.0,Not Verified,Jun-2007,Does not meet the credit policy. Status:Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=76629,,other,Credit card debt,021xx,MA,10.0,,,705.0,709.0,,,,,,0.0,,,f,0.0,0.0,1341.96,0.0,340.5,128.57,0.0,872.89,305.5105,May-2008,42.65,Dec-2008,Mar-2019,584.0,580.0,,,1.0,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
83185,,1000.0,1000.0,625.0, 36 months,7.12,30.94,A,A1,Mana Products,6 years,RENT,50000.0,Not Verified,Jun-2007,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=83185,I have a couple of credit cards and I am trying to borrow at lower overall rates.,other,Lowering My Interest Costs,100xx,NY,1.1,,,770.0,774.0,,,,,,0.0,,,f,0.0,0.0,1113.5037675241,695.94,1000.0,113.5,0.0,0.0,0.0,Jun-2010,32.93,Jul-2010,Apr-2014,599.0,595.0,,,1.0,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
83489,,2600.0,2600.0,575.0, 36 months,8.38,81.94,A,A5,College Pro Painters,3 years,MORTGAGE,6500.0,Not Verified,Jun-2007,Does not meet the credit policy. Status:Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=83489,I would like to refinance my credit card debt to recieve a better rate on the money I owe.,other,Credit card refinancing,806xx,CO,6.46,,,720.0,724.0,,,,,,0.0,,,f,0.0,0.0,2342.080000000004,517.29,1962.69,329.05,21.64,28.7,0.34,Mar-2010,21.75,Mar-2010,Aug-2017,629.0,625.0,,,1.0,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
85961,,1200.0,1200.0,500.0, 36 months,9.01,38.17,B,B2,Classic Components,< 1 year,RENT,36000.0,Not Verified,Jun-2007,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=85961,I am one month away from starting my new job in Austin.  I recently graduated from the University of Texas at Austin's McCombs School of Business with a degree in Marketing.  I am an account manager with Class-ic Components.  I need a bridge loan until mid-July when I begin work.,other,College Debt Consolidation,787xx,TX,3.27,,,705.0,709.0,,,,,,0.0,,,f,0.0,0.0,1373.990770522,572.5,1200.0,173.99,0.0,0.0,0.0,Jul-2010,39.05,Jul-2010,Mar-2019,664.0,660.0,,,1.0,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
83979,,3000.0,3000.0,250.0, 36 months,7.43,93.23,A,A2,NC,1 year,MORTGAGE,80000.0,Not Verified,Jun-2007,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=83979,Need to relocate this money will help before I start my new job,other,Moving Expenses  for relocation,070xx,NJ,0.39,,,795.0,799.0,,,,,,0.0,,,f,0.0,0.0,3120.2765717640996,260.02,3000.0,120.28,0.0,0.0,0.0,Jan-2008,0.0,Jan-2008,Jun-2007,799.0,795.0,,,1.0,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
84098,,2500.0,2500.0,225.0, 36 months,7.43,77.69,A,A2,U.S. Bank,9 years,MORTGAGE,66624.0,Not Verified,Jun-2007,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=84098,loan to cover summer travel,other,vacation loan,452xx,OH,10.36,,,785.0,789.0,,,,,,0.0,,,f,0.0,0.0,2600.2430120717,234.02,2500.0,100.24,0.0,0.0,0.0,Jan-2008,0.0,Jan-2008,Jun-2007,789.0,785.0,,,1.0,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
84670,,5000.0,5000.0,300.0, 36 months,7.75,156.11,A,A3,Diamond Management and Technology Consultants,10+ years,MORTGAGE,300000.0,Not Verified,Jun-2007,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=84670,I want to follow my dream of photographing the wonderful underwater sights of Komodo and Sulawesi.,other,Indonesia Underwater Photography,701xx,LA,5.38,,,755.0,759.0,,,,,,0.0,,,f,0.0,0.0,5565.731532889399,333.95,5000.0,565.73,0.0,0.0,0.0,Aug-2009,1663.91,Sep-2009,Aug-2009,759.0,755.0,,,1.0,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
85675,,1000.0,1000.0,625.0, 36 months,14.07,34.21,E,E3,Macy's,10+ years,RENT,25000.0,Not Verified,Jun-2007,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=85675,I have been working hard over the last few years to pay down my credit card debt.  Just need a little more help getting rid of a few high interest cards.,other,Paying down high interest credit cards,080xx,NJ,16.27,,,640.0,644.0,,,,,,0.0,,,f,0.0,0.0,1231.56937213,769.73,1000.0,231.57,0.0,0.0,0.0,Jun-2010,35.27,Jul-2010,Mar-2018,629.0,625.0,,,1.0,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
85781,,1400.0,1400.0,475.0, 36 months,10.91,45.78,C,C3,"Stanford University Libraries, LOCKSS Project",< 1 year,RENT,40000.0,Not Verified,Jun-2007,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=85781,"I'm starting full-time work as a programmer with Stanford University in a few weeks, but I need to move  before my first paycheck. Most of the money will go to the deposit and first month's rent on an apartment.",other,Starting a new job in a new city,652xx,MO,8.61,,,670.0,674.0,,,,,,0.0,,,f,0.0,0.0,1663.240931412804,564.31,1400.0,248.24,15.000000001469,0.0,0.0,Jul-2010,1.78,Aug-2010,Sep-2014,679.0,675.0,,,1.0,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
94406,,6725.0,6725.0,825.0, 36 months,13.12,226.98,D,D5,MCHCP,10+ years,MORTGAGE,60000.0,Not Verified,Jul-2007,Does not meet the credit policy. Status:Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=94406,"I am wanting to consolidate debt so that I only have one payment to make.    I work full time, plus own a small side business.  I can make the payments for everything currently, but would like to have one payment and make it simpler.",debt_consolidation,Debt Consolidation,651xx,MO,13.16,0.0,May-1991,670.0,674.0,9.0,0.0,38.0,10.0,1.0,5513.0,88.9,32.0,f,0.0,0.0,4211.03,515.67,3039.64,1171.3,0.0,0.09,0.0,Apr-2009,42.11,Aug-2009,Mar-2019,499.0,0.0,,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
104530,,1250.0,1250.0,75.0, 36 months,14.38,42.96,E,E4,Best Buy,< 1 year,RENT,10000.0,Not Verified,Jul-2007,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=104530,"I have been in debt with my bank of america credit card for 6 months now. i have been trying to pay it off but with the height of interest that the card has on it, i will never be done paying it off.  i am looking for a loan with low interest because i would like to pay this off before i end college",credit_card,College Student Help,014xx,MA,5.64,0.0,Sep-2005,630.0,634.0,1.0,0.0,0.0,2.0,0.0,1269.0,105.7,2.0,f,0.0,0.0,1516.9712288807998,91.02,1250.0,266.97,0.0,0.0,0.0,Sep-2009,244.87,Oct-2009,Sep-2009,634.0,630.0,,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
104634,,9000.0,9000.0,1425.0, 36 months,15.96,316.25,F,F4,"Rock, Paper, Scissors",< 1 year,MORTGAGE,20000.0,Not Verified,Jul-2007,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=104634,"I'm a 20 year old student (been on a 9 month hiatus trying to payoff this debt).  I was in a relationship last year that left me thousands in debt. Trying to support my girlfriend and I for a year alone solely on my paid internship salary ended up draining my resources and eventually forcing me to leave school when the relationship ended.  I am currently working 40+ hours a week at my latest paid internship. My Resume is slowly but steadily growing with very prestigious corporations and design firms that have offered me paid internships.  I do plan on going back to school and ultimately graduating from Georgia Tech with a Bachelors in Computational Media.  By having this loan, I will be able to consolidate all of my credit card bills into one monthly payment, allowing me to save money and not have to manage 5 different credit card payments.  I am selling a bunch of stuff at my house such as my Xbox 360 and video game collection to raise money to pay off the loan.",debt_consolidation,Consolidate Credit Card Debt,300xx,GA,15.66,0.0,Oct-1992,640.0,644.0,1.0,0.0,0.0,13.0,0.0,5673.0,22.0,14.0,f,0.0,0.0,10075.1938148539,1595.24,9000.0,1075.19,0.0,0.0,0.0,May-2008,7229.8,Jun-2008,Oct-2016,689.0,685.0,,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
