id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desk,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_fico_range_low,sec_app_fico_range_high,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
204576,,11500.0,11500.0,1025.0, 36 months,8.38,362.39,A,A5,The University of Texas,4 years,MORTGAGE,107000.0,Not Verified,Jan-2008,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=204576,"Hello, I am interested in getting a better rate for my credit card balance.  I am 39, have been happily married 15 years, have a great job with a university where I have worked for over four years, just received my third promotion in two years, and have excellent credit.  I have NEVER defaulted or paid late on a loan.  I have a very good interest rate already, 9.9%, but with my stability and good record I am interested in something better and would prefer to work with folks in the community than my big credit card company.  ",credit_card,Would rather pay you my interest!,787xx,TX,8.16,0.0,Feb-1992,755.0,759.0,1.0,0.0,0.0,12.0,0.0,18314.0,50.6,32.0,f,0.0,0.0,11809.3828565492,1052.59,11500.0,309.38,0.0,0.0,0.0,May-2008,10723.02,,Dec-2007,759.0,755.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
206181,,3500.0,3500.0,1375.0, 36 months,7.12,108.27,A,A1,Lexington Alarm Systems,< 1 year,RENT,28800.0,Not Verified,Jan-2008,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=206181,Need to pay off overdraft and finance a vehicle.,car,Personal Loan,019xx,MA,0.0,0.0,Sep-1999,775.0,779.0,1.0,0.0,0.0,2.0,0.0,150.0,7.5,5.0,f,0.0,0.0,3862.931630321601,1517.58,3500.0,362.93,0.0,0.0,0.0,Apr-2010,5.54,,Jul-2017,784.0,780.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
206360,,7200.0,7200.0,1175.0, 36 months,12.36,240.39,D,D1,R and B development,6 years,RENT,17280.0,Not Verified,Jan-2008,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=206360,"lets see, I guess i would try to put a down payment down on house, cause i rent know,small investments,pay bills,   and it be great not to be living pay check to pay check.  finally get ahead for a change.                                                                                        Sean D Olds                                         thank you ",other,new life awaits,148xx,NY,4.58,0.0,Jun-1997,660.0,664.0,2.0,77.0,0.0,2.0,0.0,0.0,0.0,3.0,f,0.0,0.0,8653.732987062702,1412.24,7200.0,1453.73,0.0,0.0,0.0,Jan-2011,244.62,,Mar-2019,769.0,765.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
206839,,2000.0,2000.0,1250.0, 36 months,7.43,62.15,A,A2,self,< 1 year,MORTGAGE,67992.0,Not Verified,Jan-2008,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=206839,to pay a bill,other,bill,294xx,SC,9.99,1.0,Jul-1985,765.0,769.0,1.0,15.0,0.0,10.0,0.0,2475.0,5.4,32.0,f,0.0,0.0,2192.7340850741,1370.46,2000.0,192.73,0.0,0.0,0.0,Oct-2009,953.47,,Aug-2016,709.0,705.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
207148,,2100.0,2100.0,1075.0, 36 months,8.38,66.18,A,A5,Forest Best Western,1 year,OWN,19800.0,Not Verified,Jan-2008,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=207148,I am going to use this money to build credit. I am trying to build enough credit in the next year to be able to buy a piece of property I had to sell everything I owned after a divorce six years ago and now I am in need of a credit building. I own a mobile home presently but am looking to upgrade my living situation once I have a good credit standing.,other,personal,705xx,LA,2.36,0.0,Feb-1992,720.0,724.0,1.0,0.0,0.0,3.0,0.0,1489.0,62.0,4.0,f,0.0,0.0,2382.2811234612,1219.5,2100.0,282.28,0.0,0.0,0.0,Jan-2011,73.0,,Feb-2018,529.0,525.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
207387,,10000.0,10000.0,1528.38, 36 months,11.09,327.82,C,C2,BH Direct Response,< 1 year,RENT,41500.0,Not Verified,Jan-2008,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=207387,"I got about $13,000 worth of college credit card debt by the end of last year. They are running between 20-30% a year on each credit card. In the past year I've paid off $3,00 of it, and I'd like to get rid of the rest as well.  My income is pretty stable, I am an online marketing manager for BH Direct - an advertising firm in Los Angeles, making over $40k a year.  In the past year, I've paid over $3,000 just in interest on the loans. Had I been able to get a lower interest payment, I could have knocked off another $2,000 in debt.   This year, I'd like to get rid of most of my debt, and consolidate into one lendingclub account. If you are looking to invest your money into a place with stable returns, than you definitely would want to invest your money here.",debt_consolidation,Refinance College Debt,900xx,CA,19.32,0.0,Mar-2000,700.0,704.0,0.0,0.0,0.0,5.0,0.0,15368.0,87.1,6.0,f,0.0,0.0,11852.098769902896,1775.71,10000.0,1804.32,47.779999999861005,0.0,0.0,Jan-2011,335.91,,Feb-2011,779.0,775.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
207910,,2225.0,2225.0,1225.0, 36 months,7.43,69.14,A,A2,,< 1 year,MORTGAGE,120000.0,Not Verified,Jan-2008,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=207910,"Instead of taking out a home equity loan to pay off my car I would like to use LendingClub to pay off this car. I have loaned money on LendingClub and now I would like to be a borrower. My personal experience with LendingClub as a lender has been great, and as a borrower I look forward to the same. Love how this sytem works! Thank you.",car,Need to refinance my car,327xx,FL,7.67,0.0,Jul-1991,760.0,764.0,1.0,0.0,0.0,9.0,0.0,21521.0,29.5,20.0,f,0.0,0.0,2507.633437342811,1378.89,1628.1,226.75,0.0,652.783437342811,231.31,Feb-2010,69.14,,Mar-2019,669.0,665.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
208191,,9600.0,9600.0,950.002400392524, 36 months,10.78,313.3,C,C1,Hayes chrysler,10+ years,MORTGAGE,61200.0,Not Verified,Jan-2008,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=208191,"several projects around the house that I just want to get finished.  Tired of trying to do it myself, want to hire a professional.",home_improvement,Home improvement,300xx,GA,14.06,0.0,May-1992,700.0,704.0,2.0,43.0,0.0,11.0,0.0,4781.0,15.5,21.0,f,0.0,0.0,5012.8,495.17,3887.31,1124.21,0.0,1.28,0.0,May-2009,313.3,,Feb-2018,514.0,510.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
208594,,10000.0,10000.0,2650.0, 36 months,11.41,329.34,C,C3,XYPRO Technology,2 years,RENT,78504.0,Not Verified,Jan-2008,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=208594,I have some credit card debt that I would like to pay-off. It makes sense to pay one lender as opposed to 5 credit card companies. I'd rather pay interest to one payee rather than split between 5 or 6.,debt_consolidation,Pay off my debt,930xx,CA,14.03,1.0,Oct-1995,690.0,694.0,3.0,12.0,47.0,12.0,1.0,8473.0,27.6,29.0,f,0.0,0.0,11657.502587408198,3089.24,10000.0,1657.5,0.0,0.0,0.0,Feb-2010,3755.3,,Oct-2018,634.0,630.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
208827,,10000.0,10000.0,575.0, 36 months,8.38,315.12,A,A5,Bank of New York Mellon,2 years,RENT,69600.0,Not Verified,Jan-2008,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=208827,"Due to some unforseen events, the money set aside for our wedding needed to used and we have to pay cash for the remaining items.  This is to make sure that our wedding day is the perfect day to start our lives as one.",wedding,Our Wedding,070xx,NJ,14.03,0.0,Nov-1992,760.0,764.0,5.0,0.0,0.0,8.0,0.0,11333.0,45.5,24.0,f,0.0,0.0,11344.3045975978,652.3,10000.0,1344.3,0.0,0.0,0.0,Jan-2011,320.57,,Jan-2011,739.0,735.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
209349,,7200.0,7200.0,750.0, 36 months,8.07,225.86,A,A4,state street bank,10+ years,MORTGAGE,61200.0,Not Verified,Jan-2008,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=209349,Will use loan to pay off bills and fix section of my roof.,debt_consolidation,Consolidate debt,021xx,MA,17.0,0.0,May-1993,760.0,764.0,4.0,0.0,0.0,4.0,0.0,9366.0,40.7,8.0,f,0.0,0.0,7309.199999999999,757.57,6306.02,916.72,14.990038076691,71.47,16.1224,Oct-2010,225.86,,Mar-2019,819.0,815.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
209392,,2000.0,2000.0,1000.0, 36 months,8.38,63.03,A,A5,St Lukes Hospital,4 years,RENT,35064.0,Not Verified,Jan-2008,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=209392,To buy an engagement ring.,major_purchase,Engagement Ring,558xx,MN,18.96,0.0,Jan-2002,740.0,744.0,0.0,0.0,0.0,9.0,0.0,4922.0,30.6,13.0,f,0.0,0.0,2268.427808319599,1134.21,2000.0,268.43,0.0,0.0,0.0,Jan-2011,8.63,,Nov-2018,759.0,755.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
209581,,16000.0,16000.0,450.0, 36 months,12.67,536.57,D,D2,Rewards Network,3 years,RENT,91200.0,Not Verified,Jan-2008,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=209581,Looking for a installment loan to consolidate some credit card debt.  Excellent Credit History and make payments on time.  Just looking for a lower APR.  FICO is 729  Ideal APR is 13% or below.  ,debt_consolidation,Excellent Credit History,200xx,DC,10.13,1.0,Jul-1993,675.0,679.0,0.0,15.0,0.0,7.0,0.0,23129.0,79.8,19.0,f,0.0,0.0,3837.5,107.33,2264.39,954.35,0.0,618.76,6.19,Jul-2008,536.57,,Jan-2009,509.0,505.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
