loan_amnt,term,int_rate,installment,emp_length,annual_inc,dti,fico_range_low,fico_range_high,last_fico_range_high,last_fico_range_low,earliest_cr_line_age,TotalGain,LoanStatus,LifeOfLoan,PvGain,home_ownership_MORTGAGE,home_ownership_OTHER,home_ownership_OWN,home_ownership_RENT,verification_status_Not Verified,verification_status_Source Verified,verification_status_Verified,purpose_car,purpose_credit_card,purpose_debt_consolidation,purpose_educational,purpose_home_improvement,purpose_house,purpose_major_purchase,purpose_medical,purpose_moving,purpose_other,purpose_renewable_energy,purpose_small_business,purpose_vacation,purpose_wedding,initial_list_status_f,application_type_Individual,disbursement_method_Cash,sub_grade
6000.0,36.0,9.51,192.23,2.0,110000.0,16.87,720.0,724.0,579.0,575.0,280.0,920.1,0.0,36.0,178.21243444417144,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,7
3000.0,36.0,10.14,97.0,4.0,48000.0,0.0,690.0,694.0,659.0,655.0,170.0,314.38,0.0,17.0,120.03150565483745,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,9
10000.0,36.0,9.2,318.93,1.0,77250.0,5.93,725.0,729.0,784.0,780.0,158.0,1454.7499999999998,0.0,36.0,281.76778503169044,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,6
7000.0,36.0,10.78,228.45,3.0,36500.0,7.76,685.0,689.0,689.0,685.0,66.0,1223.88,0.0,36.0,237.05100996362629,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,11
2200.0,36.0,11.72,72.78,6.0,39270.0,17.2,665.0,669.0,674.0,670.0,47.0,358.35,0.0,23.0,105.91600936001106,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,14
500.0,36.0,11.41,16.47,1.0,19500.0,3.69,665.0,669.0,509.0,505.0,290.0,67.58,0.0,18.0,24.642025986135966,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,13
7500.0,36.0,8.38,236.34,1.0,75000.0,6.06,740.0,744.0,704.0,700.0,104.0,1008.23,0.0,36.0,195.2821680030942,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5
8000.0,36.0,12.04,265.87,1.0,44684.66,16.06,675.0,679.0,499.0,0.0,64.0,1576.8,0.0,38.0,289.6330910854119,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,15
7000.0,36.0,7.75,218.55,8.0,49896.0,10.37,765.0,769.0,674.0,670.0,145.0,817.99,0.0,28.0,201.76740415863964,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3
1200.0,36.0,10.14,38.8,2.0,30000.0,19.76,700.0,704.0,744.0,740.0,149.0,175.91,0.0,25.0,48.21061170842139,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,9
7500.0,36.0,11.41,247.0,3.0,72000.0,14.65,680.0,684.0,649.0,645.0,110.0,1391.96,0.0,36.0,269.60610830225943,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,13
2450.0,36.0,10.78,79.96,1.0,38000.0,14.84,675.0,679.0,689.0,685.0,136.0,43.66,0.0,2.0,40.54142857142857,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,11
15000.0,36.0,12.04,498.51,1.0,47000.0,17.95,675.0,679.0,524.0,520.0,86.0,2946.27,0.0,37.0,555.5440390802033,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,15
25000.0,36.0,9.51,800.95,5.0,65000.0,2.14,775.0,779.0,744.0,740.0,150.0,3495.61,0.0,26.0,924.0243901199236,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,7
9000.0,36.0,9.83,289.69,1.0,21600.0,4.83,710.0,714.0,709.0,705.0,53.0,1428.71,0.0,36.0,276.72414652182596,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,8
8400.0,36.0,8.38,264.71,1.0,38100.0,13.1,765.0,769.0,724.0,720.0,249.0,1129.17,0.0,36.0,218.70680860920018,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5
3500.0,36.0,12.67,117.38,6.0,48000.0,13.1,660.0,664.0,699.0,695.0,318.0,692.55,0.0,35.0,137.8814447007642,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,17
9000.0,36.0,10.78,293.72,6.0,36000.0,7.93,690.0,694.0,674.0,670.0,80.0,1573.57,0.0,36.0,304.78180683438194,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,11
16800.0,36.0,12.67,563.4,3.0,60000.0,20.06,695.0,699.0,729.0,725.0,150.0,3482.04,0.0,36.0,674.4297633213595,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,17
10000.0,36.0,9.2,318.93,2.0,165000.0,0.33,730.0,734.0,699.0,695.0,118.0,1325.28,0.0,26.0,350.3225599360721,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,6
7200.0,36.0,9.51,230.68,10.0,32496.0,15.84,715.0,719.0,654.0,650.0,59.0,1104.0899999999997,0.0,36.0,213.8491106895611,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,7
21000.0,36.0,15.2,730.04,10.0,75000.0,21.84,675.0,679.0,694.0,690.0,87.0,2176.02,0.0,9.0,1269.7940070403122,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,25
10000.0,36.0,7.75,312.22,10.0,115500.0,2.89,805.0,809.0,779.0,775.0,170.0,1239.64,0.0,36.0,240.1035346531601,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3
8000.0,36.0,8.07,250.95,10.0,60000.0,9.58,755.0,759.0,799.0,795.0,431.0,1034.18,0.0,36.0,200.30837458262496,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4
15000.0,36.0,14.25,514.49,1.0,48000.0,19.05,665.0,669.0,654.0,650.0,204.0,3521.54,0.0,36.0,682.0804438566756,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,22
500.0,36.0,10.46,16.25,3.0,26000.0,14.17,690.0,694.0,659.0,655.0,162.0,26.33,0.0,10.0,14.485691185152291,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,10
11200.0,36.0,12.04,372.22,1.0,45000.0,21.33,695.0,699.0,734.0,730.0,155.0,2199.67,0.0,36.0,426.0499355220199,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,15
10000.0,36.0,9.51,320.38,1.0,55000.0,7.59,720.0,724.0,764.0,760.0,77.0,1242.19,0.0,21.0,397.8009500817238,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,7
24625.0,36.0,18.36,504.13,10.0,84000.0,23.04,660.0,664.0,664.0,660.0,220.0,4194.37,0.0,32.0,910.9066706306216,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,35
12500.0,36.0,11.72,413.51,1.0,36000.0,11.9,675.0,679.0,644.0,640.0,98.0,2386.3199999999997,0.0,36.0,462.2018221528259,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,14
15000.0,36.0,10.14,485.0,4.0,84000.0,19.86,740.0,744.0,739.0,735.0,91.0,2459.75,0.0,36.0,476.4243404239221,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,9
9300.0,36.0,11.72,307.66,3.0,62000.0,20.09,695.0,699.0,699.0,695.0,210.0,1775.3599999999997,0.0,36.0,343.8661315235345,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,14
4000.0,36.0,10.78,130.54,2.0,32000.0,0.38,680.0,684.0,779.0,775.0,43.0,699.38,0.0,36.0,135.46159374151136,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,11
16000.0,36.0,12.99,539.03,2.0,43000.0,14.82,675.0,679.0,674.0,670.0,268.0,1127.72,0.0,7.0,744.3891649130646,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,18
13500.0,36.0,10.78,440.57,1.0,37200.0,12.58,700.0,704.0,709.0,705.0,70.0,2337.05,0.0,35.0,465.2889038162169,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,11
5500.0,36.0,9.2,175.42,3.0,37000.0,16.74,725.0,729.0,699.0,695.0,151.0,820.25,0.0,36.0,158.87267617958008,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,6
5000.0,36.0,11.72,165.41,1.0,60000.0,0.0,670.0,674.0,619.0,615.0,83.0,956.0799999999998,0.0,38.0,175.61669566523372,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,14
18500.0,36.0,9.51,592.7,6.0,31000.0,16.49,745.0,749.0,754.0,750.0,140.0,2465.62,0.0,26.0,651.7583531250586,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,7
6000.0,36.0,8.38,189.08,1.0,40500.0,12.5,725.0,729.0,589.0,585.0,84.0,806.12,0.0,37.0,152.00071981974955,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5
1850.0,36.0,7.12,57.23,4.0,35000.0,11.59,770.0,774.0,754.0,750.0,196.0,203.05,0.0,32.0,44.097111001544384,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
15000.0,36.0,12.04,498.51,7.0,100000.0,15.82,680.0,684.0,689.0,685.0,301.0,2827.56,0.0,57.0,347.19116264971007,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,15
22000.0,36.0,12.67,737.78,9.0,90000.0,13.04,695.0,699.0,689.0,685.0,168.0,2252.07,0.0,12.0,1107.104223935898,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,17
14400.0,36.0,9.51,461.35,10.0,88068.0,9.96,730.0,734.0,724.0,720.0,173.0,2208.26,0.0,37.0,416.3860337780484,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,7
24000.0,36.0,15.83,841.76,1.0,75000.0,15.38,660.0,664.0,824.0,820.0,112.0,6303.2,0.0,37.0,1188.5214821215768,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,27
7500.0,36.0,10.78,244.76,1.0,85000.0,1.78,685.0,689.0,689.0,685.0,312.0,1326.72,0.0,37.0,250.1642373334716,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,11
20000.0,36.0,10.46,649.68,1.0,115500.0,16.2,730.0,734.0,689.0,685.0,169.0,3388.13,0.0,37.0,638.8604659887957,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,10
7200.0,36.0,8.38,226.89,3.0,175000.0,15.11,740.0,744.0,534.0,530.0,162.0,944.51,0.0,32.0,205.12269052976464,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5
15000.0,36.0,12.04,498.51,3.0,100000.0,14.32,675.0,679.0,704.0,700.0,146.0,2913.08,0.0,35.0,579.9721015506494,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,15
20000.0,36.0,11.41,658.67,1.0,57860.0,10.14,700.0,704.0,704.0,700.0,197.0,1073.34,0.0,6.0,755.6338293568155,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,13
15000.0,36.0,11.72,231.57,2.0,200000.0,15.46,690.0,694.0,669.0,665.0,218.0,1336.31,0.0,37.0,251.9725126560928,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,14
8000.0,36.0,10.14,258.67,3.0,50000.0,8.78,700.0,704.0,599.0,595.0,130.0,1252.22,0.0,31.0,280.3821505585858,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,9
4800.0,36.0,11.09,157.36,2.0,46000.0,11.37,675.0,679.0,709.0,705.0,90.0,850.29,0.0,33.0,179.2504892189055,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,12
9000.0,36.0,12.36,300.48,6.0,85000.0,21.8,675.0,679.0,579.0,575.0,167.0,1816.71,0.0,37.0,342.5559813721744,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,16
12000.0,36.0,9.2,382.72,10.0,40000.0,10.14,745.0,749.0,734.0,730.0,256.0,1777.71,0.0,37.0,335.20220268789654,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,6
20000.0,36.0,11.41,658.67,9.0,375000.0,0.63,700.0,704.0,719.0,715.0,208.0,3208.16,0.0,31.0,718.332880912326,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,13
4000.0,36.0,10.14,129.34,1.0,36000.0,7.07,695.0,699.0,704.0,700.0,51.0,626.14,0.0,31.0,140.1977925210849,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,9
5000.0,36.0,13.93,170.72,10.0,72000.0,22.57,660.0,664.0,499.0,0.0,97.0,1145.85,0.0,37.0,216.05967449692358,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,21
10800.0,36.0,7.75,337.19,3.0,24000.0,10.1,780.0,784.0,749.0,745.0,177.0,1402.11,0.0,37.0,264.3796572054645,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,3
12800.0,36.0,8.38,403.36,1.0,65000.0,7.26,755.0,759.0,769.0,765.0,183.0,860.1,0.0,12.0,422.8200468934208,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5
9800.0,36.0,7.75,305.97,1.0,60000.0,9.2,795.0,799.0,699.0,695.0,206.0,1214.8299999999997,0.0,37.0,229.0664348467056,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3
