loan_amnt,term,int_rate,installment,emp_length,annual_inc,dti,fico_range_low,fico_range_high,last_fico_range_high,last_fico_range_low,earliest_cr_line_age,TotalGain,LoanStatus,LifeOfLoan,PvGain,home_ownership_MORTGAGE,home_ownership_OTHER,home_ownership_OWN,home_ownership_RENT,verification_status_Not Verified,verification_status_Source Verified,verification_status_Verified,purpose_car,purpose_credit_card,purpose_debt_consolidation,purpose_educational,purpose_home_improvement,purpose_house,purpose_major_purchase,purpose_medical,purpose_moving,purpose_other,purpose_renewable_energy,purpose_small_business,purpose_vacation,purpose_wedding,initial_list_status_f,application_type_Individual,disbursement_method_Cash,sub_grade
8000.0,36.0,16.0,281.26,1.0,40000.0,23.13,660.0,664.0,704.0,700.0,102.0,2125.26,0.0,37.0,400.73568427048195,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,22
15000.0,36.0,13.16,506.56,10.0,51036.0,21.44,705.0,709.0,649.0,645.0,132.0,3238.85,0.0,33.0,682.7852226965526,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,13
15000.0,36.0,13.47,508.84,7.0,135000.0,12.18,700.0,704.0,754.0,750.0,111.0,3071.3199999999997,0.0,28.0,757.5792659329732,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,14
5000.0,36.0,13.79,170.38,10.0,75000.0,20.86,765.0,769.0,739.0,735.0,261.0,1049.07,0.0,28.0,258.766159342662,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,15
4200.0,36.0,15.37,146.36,1.0,35000.0,6.0,660.0,664.0,704.0,700.0,48.0,1068.69,0.0,37.0,201.51050620772122,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,20
8000.0,36.0,13.47,271.39,5.0,51000.0,4.35,685.0,689.0,774.0,770.0,126.0,1725.26,0.0,33.0,363.70379403475135,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,14
6575.0,36.0,8.0,206.04,2.0,45000.0,13.28,765.0,769.0,724.0,720.0,371.0,683.52,0.0,22.0,210.16218445565997,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3
10000.0,36.0,9.63,320.95,10.0,60000.0,11.24,740.0,744.0,649.0,645.0,190.0,1551.34,0.0,35.0,308.8600107170364,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5
2750.0,36.0,16.95,97.98,3.0,4200.0,0.0,685.0,689.0,589.0,585.0,41.0,776.99,0.0,37.0,146.50801281787724,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,25
10000.0,36.0,13.79,340.76,1.0,48000.0,4.95,685.0,689.0,694.0,690.0,103.0,2267.14,0.0,37.0,427.4883540070299,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,15
6000.0,36.0,9.63,192.57,1.0,65000.0,0.28,750.0,754.0,754.0,750.0,75.0,833.84,0.0,27.0,212.8136588375802,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5
9000.0,36.0,12.53,301.2,3.0,50000.0,15.41,725.0,729.0,704.0,700.0,52.0,1338.6599999999996,0.0,25.0,366.8786167335307,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,11
1875.0,36.0,8.0,58.76,10.0,50000.0,19.06,730.0,734.0,654.0,650.0,157.0,240.16,0.0,36.0,46.51613765472471,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3
7500.0,36.0,16.0,263.68,1.0,50000.0,22.13,675.0,679.0,769.0,765.0,85.0,1971.81,0.0,34.0,403.81160065583424,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,22
13000.0,36.0,9.63,417.23,10.0,45000.0,8.16,785.0,789.0,784.0,780.0,218.0,1987.1299999999999,0.0,33.0,418.90887184556254,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5
10000.0,36.0,12.21,333.15,10.0,82650.0,1.42,745.0,749.0,704.0,700.0,87.0,1814.2299999999998,0.0,27.0,463.02998689545126,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,10
4800.0,36.0,13.47,162.83,10.0,100000.0,21.8,685.0,689.0,684.0,680.0,211.0,1061.7999999999997,0.0,36.0,205.658040313902,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,14
5000.0,36.0,13.16,168.86,1.0,28968.0,23.12,705.0,709.0,684.0,680.0,81.0,941.2499999999998,0.0,25.0,257.9628120661225,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,13
15000.0,36.0,14.42,515.74,1.0,75000.0,3.22,680.0,684.0,794.0,790.0,104.0,3566.56,0.0,37.0,672.5049462615073,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,17
4500.0,36.0,14.42,154.73,4.0,34500.0,7.58,685.0,689.0,709.0,705.0,43.0,1019.69,0.0,30.0,235.59398692264455,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,17
3200.0,36.0,8.0,100.28,1.0,43000.0,8.6,740.0,744.0,779.0,775.0,104.0,359.37,0.0,24.0,102.22382818825022,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3
19400.0,36.0,18.53,706.5,5.0,60000.0,13.88,660.0,664.0,714.0,710.0,52.0,1701.24,0.0,7.0,1122.9601522689159,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,30
12000.0,36.0,13.16,405.25,2.0,85000.0,12.01,750.0,754.0,689.0,685.0,123.0,2031.64,0.0,30.0,469.3996877399226,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,13
15000.0,36.0,11.58,495.21,7.0,69000.0,21.86,725.0,729.0,704.0,700.0,190.0,145.29,0.0,1.0,145.29,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,8
3000.0,36.0,12.21,99.95,1.0,28320.0,6.44,710.0,714.0,764.0,760.0,96.0,583.07,0.0,32.0,126.62744403679142,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,10
5000.0,36.0,14.11,171.15,4.0,159996.0,6.84,700.0,704.0,749.0,745.0,157.0,571.23,0.0,11.0,296.81371002494444,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,16
7500.0,36.0,15.05,260.19,3.0,87500.0,9.08,665.0,669.0,709.0,705.0,228.0,1726.25,0.0,27.0,440.5756243024712,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,19
5000.0,36.0,9.32,159.74,3.0,30000.0,14.16,760.0,764.0,789.0,785.0,183.0,750.37,0.0,36.0,145.33775071608838,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4
9000.0,36.0,11.26,295.77,1.0,84996.0,7.45,740.0,744.0,669.0,665.0,176.0,1647.72,0.0,37.0,310.6914926579142,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,7
8400.0,36.0,12.53,281.12,1.0,81000.0,1.85,685.0,689.0,804.0,800.0,142.0,1201.14,0.0,17.0,458.5999195313044,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,11
4000.0,36.0,13.79,136.31,1.0,33280.0,15.47,690.0,694.0,774.0,770.0,61.0,906.8,0.0,36.0,175.63638251709023,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,15
4000.0,36.0,8.0,125.35,6.0,57000.0,12.21,765.0,769.0,674.0,670.0,128.0,512.38,0.0,37.0,96.6135672371896,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3
